SUB,Subject,LOCATION,Country,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
INTLCOMP_T1,Real effective exchange rates,HUN,Hungary,2007,2007,IDX,Index,0,Units,2010_100,2010=100,102.5394,,
INTLCOMP_T1,Real effective exchange rates,HUN,Hungary,2008,2008,IDX,Index,0,Units,2010_100,2010=100,105.2209,,
INTLCOMP_T1,Real effective exchange rates,HUN,Hungary,2009,2009,IDX,Index,0,Units,2010_100,2010=100,99.18665,,
INTLCOMP_T1,Real effective exchange rates,HUN,Hungary,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100,,
INTLCOMP_T1,Real effective exchange rates,HUN,Hungary,2011,2011,IDX,Index,0,Units,2010_100,2010=100,99.7729,,
INTLCOMP_T1,Real effective exchange rates,HUN,Hungary,2012,2012,IDX,Index,0,Units,2010_100,2010=100,96.84135,,
INTLCOMP_T1,Real effective exchange rates,HUN,Hungary,2013,2013,IDX,Index,0,Units,2010_100,2010=100,95.98403,,
INTLCOMP_T1,Real effective exchange rates,HUN,Hungary,2014,2014,IDX,Index,0,Units,2010_100,2010=100,92.45876,,
INTLCOMP_T1,Real effective exchange rates,ISL,Iceland,2006,2006,IDX,Index,0,Units,2010_100,2010=100,143.0986,,
INTLCOMP_T1,Real effective exchange rates,ISL,Iceland,2007,2007,IDX,Index,0,Units,2010_100,2010=100,148.7009,,
INTLCOMP_T1,Real effective exchange rates,ISL,Iceland,2008,2008,IDX,Index,0,Units,2010_100,2010=100,116.4361,,
INTLCOMP_T1,Real effective exchange rates,ISL,Iceland,2009,2009,IDX,Index,0,Units,2010_100,2010=100,95.00739,,
INTLCOMP_T1,Real effective exchange rates,ISL,Iceland,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100,,
INTLCOMP_T1,Real effective exchange rates,ISL,Iceland,2011,2011,IDX,Index,0,Units,2010_100,2010=100,101.0315,,
INTLCOMP_T1,Real effective exchange rates,ISL,Iceland,2012,2012,IDX,Index,0,Units,2010_100,2010=100,101.4937,,
INTLCOMP_T1,Real effective exchange rates,ISL,Iceland,2013,2013,IDX,Index,0,Units,2010_100,2010=100,105.3848,,
INTLCOMP_T1,Real effective exchange rates,ISL,Iceland,2014,2014,IDX,Index,0,Units,2010_100,2010=100,113.0987,,
INTLCOMP_T1,Real effective exchange rates,IRL,Ireland,2006,2006,IDX,Index,0,Units,2010_100,2010=100,102.0568,,
INTLCOMP_T1,Real effective exchange rates,IRL,Ireland,2007,2007,IDX,Index,0,Units,2010_100,2010=100,107.0854,,
INTLCOMP_T1,Real effective exchange rates,IRL,Ireland,2008,2008,IDX,Index,0,Units,2010_100,2010=100,112.0475,,
INTLCOMP_T1,Real effective exchange rates,IRL,Ireland,2009,2009,IDX,Index,0,Units,2010_100,2010=100,107.8553,,
INTLCOMP_T1,Real effective exchange rates,IRL,Ireland,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100,,
INTLCOMP_T1,Real effective exchange rates,IRL,Ireland,2011,2011,IDX,Index,0,Units,2010_100,2010=100,100.1823,,
INTLCOMP_T1,Real effective exchange rates,IRL,Ireland,2012,2012,IDX,Index,0,Units,2010_100,2010=100,95.72432,,
INTLCOMP_T1,Real effective exchange rates,IRL,Ireland,2013,2013,IDX,Index,0,Units,2010_100,2010=100,97.23929,,
INTLCOMP_T1,Real effective exchange rates,IRL,Ireland,2014,2014,IDX,Index,0,Units,2010_100,2010=100,96.86102,,
INTLCOMP_T1,Real effective exchange rates,ITA,Italy,2006,2006,IDX,Index,0,Units,2010_100,2010=100,102.3496,,
INTLCOMP_T1,Real effective exchange rates,ITA,Italy,2007,2007,IDX,Index,0,Units,2010_100,2010=100,102.8437,,
INTLCOMP_T1,Real effective exchange rates,ITA,Italy,2008,2008,IDX,Index,0,Units,2010_100,2010=100,103.6113,,
INTLCOMP_T1,Real effective exchange rates,ITA,Italy,2009,2009,IDX,Index,0,Units,2010_100,2010=100,104.8795,,
INTLCOMP_T1,Real effective exchange rates,ITA,Italy,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100,,
INTLCOMP_T1,Real effective exchange rates,ITA,Italy,2011,2011,IDX,Index,0,Units,2010_100,2010=100,99.8506,,
INTLCOMP_T1,Real effective exchange rates,ITA,Italy,2012,2012,IDX,Index,0,Units,2010_100,2010=100,97.88007,,
INTLCOMP_T1,Real effective exchange rates,ITA,Italy,2013,2013,IDX,Index,0,Units,2010_100,2010=100,99.48226,,
INTLCOMP_T1,Real effective exchange rates,ITA,Italy,2014,2014,IDX,Index,0,Units,2010_100,2010=100,100.1399,,
INTLCOMP_T1,Real effective exchange rates,JPN,Japan,2006,2006,IDX,Index,0,Units,2010_100,2010=100,90.83219,,
INTLCOMP_T1,Real effective exchange rates,JPN,Japan,2007,2007,IDX,Index,0,Units,2010_100,2010=100,83.17668,,
INTLCOMP_T1,Real effective exchange rates,JPN,Japan,2008,2008,IDX,Index,0,Units,2010_100,2010=100,89.78233,,
INTLCOMP_T1,Real effective exchange rates,JPN,Japan,2009,2009,IDX,Index,0,Units,2010_100,2010=100,100.5231,,
INTLCOMP_T1,Real effective exchange rates,JPN,Japan,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100,,
INTLCOMP_T1,Real effective exchange rates,JPN,Japan,2011,2011,IDX,Index,0,Units,2010_100,2010=100,101.1714,,
INTLCOMP_T1,Real effective exchange rates,JPN,Japan,2012,2012,IDX,Index,0,Units,2010_100,2010=100,99.89654,,
INTLCOMP_T1,Real effective exchange rates,JPN,Japan,2013,2013,IDX,Index,0,Units,2010_100,2010=100,80.18617,,
INTLCOMP_T1,Real effective exchange rates,JPN,Japan,2014,2014,IDX,Index,0,Units,2010_100,2010=100,76.00266,,
INTLCOMP_T1,Real effective exchange rates,KOR,Korea,2006,2006,IDX,Index,0,Units,2010_100,2010=100,131.0517,,
INTLCOMP_T1,Real effective exchange rates,KOR,Korea,2007,2007,IDX,Index,0,Units,2010_100,2010=100,129.1042,,
INTLCOMP_T1,Real effective exchange rates,KOR,Korea,2008,2008,IDX,Index,0,Units,2010_100,2010=100,105.002,,
INTLCOMP_T1,Real effective exchange rates,KOR,Korea,2009,2009,IDX,Index,0,Units,2010_100,2010=100,93.06293,,
INTLCOMP_T1,Real effective exchange rates,KOR,Korea,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100,,
INTLCOMP_T1,Real effective exchange rates,KOR,Korea,2011,2011,IDX,Index,0,Units,2010_100,2010=100,100.0246,,
INTLCOMP_T1,Real effective exchange rates,KOR,Korea,2012,2012,IDX,Index,0,Units,2010_100,2010=100,99.7084,,
INTLCOMP_T1,Real effective exchange rates,KOR,Korea,2013,2013,IDX,Index,0,Units,2010_100,2010=100,103.7493,,
INTLCOMP_T1,Real effective exchange rates,KOR,Korea,2014,2014,IDX,Index,0,Units,2010_100,2010=100,109.9408,,
INTLCOMP_T1,Real effective exchange rates,LUX,Luxembourg,2006,2006,IDX,Index,0,Units,2010_100,2010=100,99.6957,,
INTLCOMP_T1,Real effective exchange rates,LUX,Luxembourg,2007,2007,IDX,Index,0,Units,2010_100,2010=100,100.5938,,
INTLCOMP_T1,Real effective exchange rates,LUX,Luxembourg,2008,2008,IDX,Index,0,Units,2010_100,2010=100,101.5537,,
INTLCOMP_T1,Real effective exchange rates,LUX,Luxembourg,2009,2009,IDX,Index,0,Units,2010_100,2010=100,102.2522,,
INTLCOMP_T1,Real effective exchange rates,LUX,Luxembourg,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100,,
INTLCOMP_T1,Real effective exchange rates,LUX,Luxembourg,2011,2011,IDX,Index,0,Units,2010_100,2010=100,100.502,,
INTLCOMP_T1,Real effective exchange rates,LUX,Luxembourg,2012,2012,IDX,Index,0,Units,2010_100,2010=100,99.04404,,
INTLCOMP_T1,Real effective exchange rates,LUX,Luxembourg,2013,2013,IDX,Index,0,Units,2010_100,2010=100,100.4404,,
INTLCOMP_T1,Real effective exchange rates,LUX,Luxembourg,2014,2014,IDX,Index,0,Units,2010_100,2010=100,100.8214,,
INTLCOMP_T1,Real effective exchange rates,MEX,Mexico,2006,2006,IDX,Index,0,Units,2010_100,2010=100,108.8639,,
INTLCOMP_T1,Real effective exchange rates,MEX,Mexico,2007,2007,IDX,Index,0,Units,2010_100,2010=100,107.5938,,
INTLCOMP_T1,Real effective exchange rates,MEX,Mexico,2008,2008,IDX,Index,0,Units,2010_100,2010=100,105.5365,,
INTLCOMP_T1,Real effective exchange rates,MEX,Mexico,2009,2009,IDX,Index,0,Units,2010_100,2010=100,92.80192,,
INTLCOMP_T1,Real effective exchange rates,MEX,Mexico,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100,,
INTLCOMP_T1,Real effective exchange rates,MEX,Mexico,2011,2011,IDX,Index,0,Units,2010_100,2010=100,100.0792,,
INTLCOMP_T1,Real effective exchange rates,MEX,Mexico,2012,2012,IDX,Index,0,Units,2010_100,2010=100,97.25392,,
INTLCOMP_T1,Real effective exchange rates,MEX,Mexico,2013,2013,IDX,Index,0,Units,2010_100,2010=100,102.7384,,
INTLCOMP_T1,Real effective exchange rates,MEX,Mexico,2014,2014,IDX,Index,0,Units,2010_100,2010=100,101.8466,,
INTLCOMP_T1,Real effective exchange rates,NLD,Netherlands,2006,2006,IDX,Index,0,Units,2010_100,2010=100,102.1506,,
INTLCOMP_T1,Real effective exchange rates,NLD,Netherlands,2007,2007,IDX,Index,0,Units,2010_100,2010=100,102.5294,,
INTLCOMP_T1,Real effective exchange rates,NLD,Netherlands,2008,2008,IDX,Index,0,Units,2010_100,2010=100,102.9746,,
INTLCOMP_T1,Real effective exchange rates,NLD,Netherlands,2009,2009,IDX,Index,0,Units,2010_100,2010=100,104.8039,,
INTLCOMP_T1,Real effective exchange rates,NLD,Netherlands,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100,,
INTLCOMP_T1,Real effective exchange rates,NLD,Netherlands,2011,2011,IDX,Index,0,Units,2010_100,2010=100,99.44821,,
INTLCOMP_T1,Real effective exchange rates,NLD,Netherlands,2012,2012,IDX,Index,0,Units,2010_100,2010=100,96.93555,,
INTLCOMP_T1,Real effective exchange rates,NLD,Netherlands,2013,2013,IDX,Index,0,Units,2010_100,2010=100,99.82971,,
INTLCOMP_T1,Real effective exchange rates,NLD,Netherlands,2014,2014,IDX,Index,0,Units,2010_100,2010=100,100.9837,,
INTLCOMP_T1,Real effective exchange rates,NZL,New Zealand,2006,2006,IDX,Index,0,Units,2010_100,2010=100,99.03835,,
INTLCOMP_T1,Real effective exchange rates,NZL,New Zealand,2007,2007,IDX,Index,0,Units,2010_100,2010=100,105.9715,,
INTLCOMP_T1,Real effective exchange rates,NZL,New Zealand,2008,2008,IDX,Index,0,Units,2010_100,2010=100,98.89219,,
INTLCOMP_T1,Real effective exchange rates,NZL,New Zealand,2009,2009,IDX,Index,0,Units,2010_100,2010=100,92.64632,,
INTLCOMP_T1,Real effective exchange rates,NZL,New Zealand,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100,,
INTLCOMP_T1,Real effective exchange rates,NZL,New Zealand,2011,2011,IDX,Index,0,Units,2010_100,2010=100,103.7963,,
INTLCOMP_T1,Real effective exchange rates,NZL,New Zealand,2012,2012,IDX,Index,0,Units,2010_100,2010=100,106.6038,,
INTLCOMP_T1,Real effective exchange rates,NZL,New Zealand,2013,2013,IDX,Index,0,Units,2010_100,2010=100,109.4065,,
INTLCOMP_T1,Real effective exchange rates,NZL,New Zealand,2014,2014,IDX,Index,0,Units,2010_100,2010=100,113.0796,,
INTLCOMP_T1,Real effective exchange rates,NOR,Norway,2006,2006,IDX,Index,0,Units,2010_100,2010=100,96.85002,,
INTLCOMP_T1,Real effective exchange rates,NOR,Norway,2007,2007,IDX,Index,0,Units,2010_100,2010=100,96.85276,,
INTLCOMP_T1,Real effective exchange rates,NOR,Norway,2008,2008,IDX,Index,0,Units,2010_100,2010=100,97.48431,,
INTLCOMP_T1,Real effective exchange rates,NOR,Norway,2009,2009,IDX,Index,0,Units,2010_100,2010=100,95.50243,,
INTLCOMP_T1,Real effective exchange rates,NOR,Norway,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100,,
INTLCOMP_T1,Real effective exchange rates,NOR,Norway,2011,2011,IDX,Index,0,Units,2010_100,2010=100,100.6608,,
INTLCOMP_T1,Real effective exchange rates,NOR,Norway,2012,2012,IDX,Index,0,Units,2010_100,2010=100,100.2632,,
INTLCOMP_T1,Real effective exchange rates,NOR,Norway,2013,2013,IDX,Index,0,Units,2010_100,2010=100,98.55473,,
INTLCOMP_T1,Real effective exchange rates,NOR,Norway,2014,2014,IDX,Index,0,Units,2010_100,2010=100,93.8254,,
INTLCOMP_T1,Real effective exchange rates,POL,Poland,2006,2006,IDX,Index,0,Units,2010_100,2010=100,99.39083,,
INTLCOMP_T1,Real effective exchange rates,POL,Poland,2007,2007,IDX,Index,0,Units,2010_100,2010=100,102.5753,,
INTLCOMP_T1,Real effective exchange rates,POL,Poland,2008,2008,IDX,Index,0,Units,2010_100,2010=100,111.6659,,
INTLCOMP_T1,Real effective exchange rates,POL,Poland,2009,2009,IDX,Index,0,Units,2010_100,2010=100,94.83127,,
INTLCOMP_T1,Real effective exchange rates,POL,Poland,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100,,
INTLCOMP_T1,Real effective exchange rates,POL,Poland,2011,2011,IDX,Index,0,Units,2010_100,2010=100,98.24401,,
INTLCOMP_T1,Real effective exchange rates,POL,Poland,2012,2012,IDX,Index,0,Units,2010_100,2010=100,95.65087,,
INTLCOMP_T1,Real effective exchange rates,POL,Poland,2013,2013,IDX,Index,0,Units,2010_100,2010=100,96.03947,,
INTLCOMP_T1,Real effective exchange rates,POL,Poland,2014,2014,IDX,Index,0,Units,2010_100,2010=100,97.0527,,
INTLCOMP_T1,Real effective exchange rates,PRT,Portugal,2006,2006,IDX,Index,0,Units,2010_100,2010=100,102.8052,,
INTLCOMP_T1,Real effective exchange rates,PRT,Portugal,2007,2007,IDX,Index,0,Units,2010_100,2010=100,103.5206,,
INTLCOMP_T1,Real effective exchange rates,PRT,Portugal,2008,2008,IDX,Index,0,Units,2010_100,2010=100,103.6495,,
INTLCOMP_T1,Real effective exchange rates,PRT,Portugal,2009,2009,IDX,Index,0,Units,2010_100,2010=100,102.9159,,
INTLCOMP_T1,Real effective exchange rates,PRT,Portugal,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100,,
INTLCOMP_T1,Real effective exchange rates,PRT,Portugal,2011,2011,IDX,Index,0,Units,2010_100,2010=100,100.7879,,
INTLCOMP_T1,Real effective exchange rates,PRT,Portugal,2012,2012,IDX,Index,0,Units,2010_100,2010=100,99.51365,,
INTLCOMP_T1,Real effective exchange rates,PRT,Portugal,2013,2013,IDX,Index,0,Units,2010_100,2010=100,99.61907,,
INTLCOMP_T1,Real effective exchange rates,PRT,Portugal,2014,2014,IDX,Index,0,Units,2010_100,2010=100,99.32134,,
INTLCOMP_T1,Real effective exchange rates,SVK,Slovak Republic,2006,2006,IDX,Index,0,Units,2010_100,2010=100,81.64744,,
INTLCOMP_T1,Real effective exchange rates,SVK,Slovak Republic,2007,2007,IDX,Index,0,Units,2010_100,2010=100,90.01921,,
INTLCOMP_T1,Real effective exchange rates,SVK,Slovak Republic,2008,2008,IDX,Index,0,Units,2010_100,2010=100,97.4679,,
INTLCOMP_T1,Real effective exchange rates,SVK,Slovak Republic,2009,2009,IDX,Index,0,Units,2010_100,2010=100,104.7427,,
INTLCOMP_T1,Real effective exchange rates,SVK,Slovak Republic,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100,,
INTLCOMP_T1,Real effective exchange rates,SVK,Slovak Republic,2011,2011,IDX,Index,0,Units,2010_100,2010=100,100.8702,,
INTLCOMP_T1,Real effective exchange rates,SVK,Slovak Republic,2012,2012,IDX,Index,0,Units,2010_100,2010=100,100.4446,,
INTLCOMP_T1,Real effective exchange rates,SVK,Slovak Republic,2013,2013,IDX,Index,0,Units,2010_100,2010=100,101.7841,,
